DATE,GROSS_LEV_AVG_EU_RA,NET_LEV_AVG_EU_RA,GROSS_LEV_MEDIAN_US_RA,NET_LEV_MEDIAN_US_RA,GROSS_LEV_MEDIAN_ASIA_RA,NET_LEV_MEDIAN_ASIA_RA
"4/14/14","1.7442","0.4413","1.5600","0.5024","1.2841","0.5968"
"4/15/14","1.7510","0.4360","1.5594","0.5053","1.2697","0.5919"
"4/16/14","1.7519","0.4333","1.5606","0.5037","1.2622","0.5834"
"4/17/14","1.7472","0.4376","1.5614","0.5102","1.2500","0.5731"
"4/18/14","1.7386","0.4453","1.5592","0.5195","1.2554","0.5732"
"4/21/14","1.7307","0.4511","1.5612","0.5286","1.2566","0.5768"
"4/22/14","1.7208","0.4619","1.5624","0.5363","1.2606","0.5808"
"4/23/14","1.7148","0.4619","1.5641","0.5395","1.2538","0.5831"
"4/24/14","1.7107","0.4623","1.5610","0.5406","1.2594","0.5851"
"4/25/14","1.7115","0.4599","1.5588","0.5360","1.2623","0.5813"
"4/28/14","1.7119","0.4586","1.5566","0.5294","1.2553","0.5734"
"4/29/14","1.7141","0.4562","1.5535","0.5233","1.2474","0.5629"
"4/30/14","1.7253","0.4605","1.5512","0.5233","1.2435","0.5483"
"5/1/14","1.7295","0.4628","1.5527","0.5246","1.2394","0.5374"
"5/2/14","1.7255","0.4681","1.5521","0.5332","1.2296","0.5308"
"5/5/14","1.7226","0.4745","1.5519","0.5414","1.2328","0.5241"
"5/6/14","1.7218","0.4799","1.5587","0.5451","1.2322","0.5184"
"5/7/14","1.7136","0.4829","1.5584","0.5455","1.2296","0.5154"
"5/8/14","1.7131","0.4862","1.5585","0.5444","1.2300","0.5119"
"5/9/14","1.7142","0.4876","1.5606","0.5417","1.2300","0.5071"
"5/12/14","1.7121","0.4880","1.5594","0.5420","1.2360","0.5102"
"5/13/14","1.7073","0.4902","1.5532","0.5412","1.2419","0.5190"
"5/14/14","1.7054","0.4934","1.5545","0.5396","1.2512","0.5293"
"5/15/14","1.7019","0.4915","1.5529","0.5380","1.2546","0.5343"
"5/16/14","1.6990","0.4896","1.5492","0.5365","1.2606","0.5405"
"5/19/14","1.6957","0.4877","1.5498","0.5363","1.2521","0.5447"
"5/20/14","1.6910","0.4848","1.5496","0.5343","1.2498","0.5372"
"5/21/14","1.6851","0.4788","1.5474","0.5362","1.2487","0.5255"
"5/22/14","1.6842","0.4794","1.5463","0.5394","1.2421","0.5286"
"5/23/14","1.6858","0.4770","1.5489","0.5436","1.2378","0.5223"
"5/26/14","1.6838","0.4761","1.5515","0.5429","1.2416","0.5179"
"5/27/14","1.6853","0.4752","1.5535","0.5475","1.2529","0.5192"
"5/28/14","1.6849","0.4751","1.5522","0.5486","1.2573","0.5303"
"5/29/14","1.6810","0.4730","1.5584","0.5536","1.2617","0.5286"
"5/30/14","1.6787","0.4747","1.5622","0.5535","1.2721","0.5315"
"6/2/14","1.6736","0.4726","1.5648","0.5539","1.2726","0.5316"
"6/3/14","1.6665","0.4705","1.5720","0.5524","1.2733","0.5358"
"6/4/14","1.6631","0.4682","1.5801","0.5522","1.2825","0.5340"
"6/5/14","1.6587","0.4666","1.5834","0.5485","1.2912","0.5340"
"6/6/14","1.6530","0.4656","1.5890","0.5494","1.3020","0.5394"
"6/9/14","1.6589","0.4666","1.5934","0.5485","1.3104","0.5479"
"6/10/14","1.6677","0.4653","1.5943","0.5471","1.3095","0.5537"
"6/11/14","1.6791","0.4599","1.6022","0.5454","1.3064","0.5596"
"6/12/14","1.6909","0.4535","1.6032","0.5403","1.3066","0.5623"
"6/13/14","1.7030","0.4465","1.6013","0.5346","1.2927","0.5668"
"6/16/14","1.7154","0.4394","1.6023","0.5328","1.2989","0.5635"
"6/17/14","1.7223","0.4348","1.5998","0.5339","1.3038","0.5592"
"6/18/14","1.7280","0.4391","1.5935","0.5390","1.3104","0.5574"
"6/19/14","1.7349","0.4439","1.5901","0.5454","1.3210","0.5598"
"6/20/14","1.7381","0.4483","1.5875","0.5497","1.3320","0.5603"
"6/23/14","1.7398","0.4529","1.5828","0.5562","1.3315","0.5609"
"6/24/14","1.7439","0.4554","1.5797","0.5557","1.3333","0.5634"
"6/25/14","1.7440","0.4551","1.5758","0.5557","1.3290","0.5631"
"6/26/14","1.7439","0.4545","1.5716","0.5587","1.3366","0.5650"
"6/27/14","1.7454","0.4556","1.5685","0.5653","1.3440","0.5664"
"6/30/14","1.7434","0.4521","1.5627","0.5690","1.3511","0.5653"
"7/1/14","1.7404","0.4553","1.5579","0.5783","1.3538","0.5641"
"7/2/14","1.7360","0.4524","1.5543","0.5815","1.3641","0.5693"
"7/3/14","1.7282","0.4538","1.5530","0.5845","1.3536","0.5690"
"7/4/14","1.7228","0.4537","1.5509","0.5862","1.3540","0.5729"
"7/7/14","1.7221","0.4531","1.5526","0.5836","1.3589","0.5814"
"7/8/14","1.7257","0.4435","1.5565","0.5782","1.3681","0.5860"
"7/9/14","1.7310","0.4450","1.5577","0.5731","1.3672","0.5814"
"7/10/14","1.7401","0.4411","1.5585","0.5653","1.3811","0.5801"
"7/11/14","1.7474","0.4381","1.5586","0.5594","1.3841","0.5709"
"7/14/14","1.7485","0.4434","1.5578","0.5563","1.3802","0.5677"
"7/15/14","1.7488","0.4503","1.5590","0.5574","1.3411","0.5696"
"7/16/14","1.7461","0.4529","1.5617","0.5613","1.3378","0.5796"
"7/17/14","1.7452","0.4519","1.5642","0.5596","1.3353","0.5869"
"7/18/14","1.7474","0.4467","1.5658","0.5555","1.3311","0.5912"
"7/21/14","1.7512","0.4333","1.5672","0.5558","1.3292","0.5954"
"7/22/14","1.7510","0.4270","1.5679","0.5546","1.3644","0.6004"
"7/23/14","1.7536","0.4196","1.5696","0.5526","1.3727","0.5993"
"7/24/14","1.7490","0.4176","1.5670","0.5586","1.3729","0.6035"
"7/25/14","1.7469","0.4162","1.5686","0.5650","1.3771","0.6132"
"7/28/14","1.7445","0.4197","1.5683","0.5684","1.3843","0.6154"
"7/29/14","1.7402","0.4159","1.5647","0.5697","1.3885","0.6144"
"7/30/14","1.7364","0.4118","1.5582","0.5700","1.3870","0.6155"
"7/31/14","1.7365","0.4046","1.5537","0.5659","1.3898","0.6118"
"8/1/14","1.7277","0.3992","1.5504","0.5645","1.3896","0.6002"
"8/4/14","1.7181","0.3944","1.5478","0.5652","1.3833","0.5961"
"8/5/14","1.7154","0.3933","1.5469","0.5669","1.3782","0.5885"
"8/6/14","1.7090","0.3861","1.5472","0.5691","1.3711","0.5769"
"8/7/14","1.7037","0.3815","1.5456","0.5752","1.3673","0.5716"
"8/8/14","1.7009","0.3768","1.5406","0.5805","1.3626","0.5708"
"8/11/14","1.6981","0.3722","1.5405","0.5838","1.3678","0.5657"
"8/12/14","1.6973","0.3676","1.5396","0.5843","1.3703","0.5636"
"8/13/14","1.6977","0.3703","1.5394","0.5845","1.3785","0.5690"
"8/14/14","1.6982","0.3718","1.5425","0.5857","1.3840","0.5707"
"8/15/14","1.6976","0.3720","1.5449","0.5856","1.3905","0.5764"
"8/18/14","1.6999","0.3751","1.5451","0.5881","1.3873","0.5823"
"8/19/14","1.6982","0.3798","1.5454","0.5930","1.3828","0.5938"
"8/20/14","1.7019","0.3834","1.5447","0.5977","1.3741","0.5988"
"8/21/14","1.7015","0.3887","1.5458","0.6007","1.3611","0.5952"
"8/22/14","1.7051","0.3935","1.5446","0.6032","1.3542","0.5911"
"8/25/14","1.7051","0.3942","1.5440","0.6030","1.3544","0.5895"
"8/26/14","1.7061","0.3927","1.5423","0.6031","1.3491","0.5847"
"8/27/14","1.7058","0.3921","1.5430","0.6020","1.3485","0.5853"
"8/28/14","1.7101","0.3898","1.5416","0.5998","1.3490","0.5913"
"8/29/14","1.7111","0.3891","1.5427","0.5982","1.3495","0.5973"
"9/1/14","1.7160","0.3878","1.5422","0.5964","1.3517","0.5956"
"9/2/14","1.7227","0.3868","1.5443","0.5909","1.3565","0.5992"
"9/3/14","1.7237","0.3879","1.5452","0.5875","1.3626","0.5989"
"9/4/14","1.7230","0.3927","1.5495","0.5844","1.3735","0.6027"
"9/5/14","1.7224","0.4006","1.5530","0.5816","1.3877","0.6046"
"9/8/14","1.7202","0.4076","1.5570","0.5773","1.3955","0.6137"
"9/9/14","1.7182","0.4122","1.5591","0.5753","1.4046","0.6164"
"9/10/14","1.7231","0.4125","1.5619","0.5744","1.4057","0.6168"
"9/11/14","1.7256","0.4075","1.5625","0.5753","1.4051","0.6106"
"9/12/14","1.7272","0.4004","1.5663","0.5754","1.3997","0.6026"
"9/15/14","1.7286","0.3982","1.5676","0.5779","1.3944","0.5906"
"9/16/14","1.7295","0.3974","1.5708","0.5831","1.3946","0.5770"
"9/17/14","1.7292","0.3977","1.5711","0.5872","1.4066","0.5672"
"9/18/14","1.7298","0.4003","1.5720","0.5909","1.4111","0.5638"
"9/19/14","1.7266","0.4072","1.5682","0.5906","1.4087","0.5650"
"9/22/14","1.7141","0.4074","1.5640","0.5872","1.4043","0.5665"
"9/23/14","1.7029","0.4019","1.5582","0.5819","1.3970","0.5706"
"9/24/14","1.6861","0.3982","1.5572","0.5784","1.3800","0.5690"
"9/25/14","1.6736","0.3899","1.5526","0.5747","1.3636","0.5615"
"9/26/14","1.6624","0.3779","1.5509","0.5747","1.3455","0.5531"
"9/29/14","1.6631","0.3689","1.5512","0.5758","1.3312","0.5412"
"9/30/14","1.6589","0.3684","1.5558","0.5776","1.3206","0.5186"
"10/1/14","1.6574","0.3605","1.5540","0.5735","1.3138","0.4955"
"10/2/14","1.6585","0.3479","1.5599","0.5668","1.3106","0.4799"
"10/3/14","1.6601","0.3418","1.5641","0.5620","1.3160","0.4705"
"10/6/14","1.6613","0.3372","1.5690","0.5577","1.3208","0.4715"
"10/7/14","1.6673","0.3243","1.5643","0.5503","1.3216","0.4814"
"10/8/14","1.6764","0.3171","1.5655","0.5498","1.3221","0.4976"
"10/9/14","1.6764","0.3184","1.5639","0.5463","1.3224","0.5114"
"10/10/14","1.6751","0.3116","1.5609","0.5385","1.3153","0.5143"
"10/13/14","1.6697","0.3007","1.5532","0.5291","1.3078","0.5053"
"10/14/14","1.6622","0.2982","1.5477","0.5242","1.3083","0.4980"
"10/15/14","1.6578","0.2984","1.5412","0.5196","1.2997","0.4940"
"10/16/14","1.6573","0.3016","1.5294","0.5203","1.2976","0.4858"
"10/17/14","1.6508","0.3096","1.5209","0.5243","1.2956","0.4837"
"10/20/14","1.6459","0.3216","1.5192","0.5316","1.2889","0.4916"
"10/21/14","1.6411","0.3374","1.5211","0.5380","1.2818","0.4974"
"10/22/14","1.6354","0.3505","1.5202","0.5390","1.2876","0.5005"
"10/23/14","1.6465","0.3616","1.5167","0.5427","1.2820","0.5073"
"10/24/14","1.6709","0.3716","1.5182","0.5472","1.2868","0.5140"
"10/27/14","1.6772","0.3796","1.5203","0.5471","1.2949","0.5129"
"10/28/14","1.6844","0.3823","1.5216","0.5479","1.2983","0.5195"
"10/29/14","1.6916","0.3823","1.5272","0.5503","1.2949","0.5284"
"10/30/14","1.6808","0.3773","1.5386","0.5506","1.2933","0.5356"
"10/31/14","1.6696","0.3727","1.5418","0.5530","1.2882","0.5431"
"11/3/14","1.6841","0.3706","1.5409","0.5585","1.2891","0.5482"
"11/4/14","1.6990","0.3663","1.5403","0.5595","1.2889","0.5517"
"11/5/14","1.7122","0.3654","1.5364","0.5642","1.2865","0.5483"
"11/6/14","1.7233","0.3703","1.5323","0.5671","1.2912","0.5434"
"11/7/14","1.7369","0.3711","1.5306","0.5627","1.2908","0.5384"
"11/10/14","1.7452","0.3668","1.5295","0.5596","1.2877","0.5371"
"11/11/14","1.7538","0.3637","1.5269","0.5584","1.2868","0.5318"
"11/12/14","1.7613","0.3574","1.5251","0.5541","1.2946","0.5280"
"11/13/14","1.7744","0.3508","1.5231","0.5496","1.3018","0.5247"
"11/14/14","1.7822","0.3470","1.5204","0.5490","1.3170","0.5233"
"11/17/14","1.7866","0.3485","1.5186","0.5464","1.3324","0.5184"
"11/18/14","1.7888","0.3515","1.5196","0.5448","1.3465","0.5174"
"11/19/14","1.7879","0.3576","1.5191","0.5436","1.3584","0.5121"
"11/20/14","1.7829","0.3631","1.5201","0.5457","1.3663","0.5076"
"11/21/14","1.7779","0.3735","1.5215","0.5489","1.3716","0.5021"
"11/24/14","1.7789","0.3829","1.5264","0.5575","1.3754","0.5101"
"11/25/14","1.7827","0.3888","1.5273","0.5653","1.3797","0.5121"
"11/26/14","1.7889","0.3914","1.5295","0.5680","1.3852","0.5248"
"11/27/14","1.7976","0.3937","1.5314","0.5700","1.4010","0.5390"
"11/28/14","1.8030","0.3876","1.5322","0.5664","1.4203","0.5534"
"12/1/14","1.8064","0.3788","1.5328","0.5536","1.4338","0.5510"
"12/2/14","1.8046","0.3718","1.5359","0.5442","1.4380","0.5532"
"12/3/14","1.7949","0.3693","1.5385","0.5431","1.4485","0.5561"
"12/4/14","1.7795","0.3672","1.5407","0.5400","1.4448","0.5627"
"12/5/14","1.7689","0.3689","1.5433","0.5401","1.4242","0.5662"
"12/8/14","1.7577","0.3686","1.5413","0.5419","1.4083","0.5777"
"12/9/14","1.7515","0.3627","1.5391","0.5438","1.3906","0.5753"
"12/10/14","1.7518","0.3532","1.5369","0.5381","1.3667","0.5673"
"12/11/14","1.7536","0.3480","1.5323","0.5368","1.3560","0.5557"
"12/12/14","1.7544","0.3418","1.5292","0.5335","1.3430","0.5461"
"12/15/14","1.7536","0.3405","1.5307","0.5324","1.3359","0.5292"
"12/16/14","1.7527","0.3533","1.5247","0.5307","1.3477","0.5245"
"12/17/14","1.7532","0.3688","1.5186","0.5379","1.3531","0.5227"
"12/18/14","1.7561","0.3828","1.5185","0.5451","1.3423","0.5249"
"12/19/14","1.7558","0.3969","1.5163","0.5572","1.3432","0.5258"
"12/22/14","1.7508","0.4135","1.5117","0.5710","1.3415","0.5370"
"12/23/14","1.7391","0.4197","1.5168","0.5814","1.3275","0.5439"
"12/24/14","1.7270","0.4241","1.5229","0.5854","1.3166","0.5505"
"12/25/14","1.7156","0.4255","1.5249","0.5867","1.3103","0.5521"
"12/26/14","1.7067","0.4266","1.5278","0.5860","1.3045","0.5536"
"12/29/14","1.7070","0.4208","1.5292","0.5825","1.2990","0.5497"
"12/30/14","1.7104","0.4156","1.5255","0.5779","1.2943","0.5512"
"12/31/14","1.7131","0.4107","1.5214","0.5751","1.2952","0.5503"
"1/1/15","1.7158","0.4059","1.5148","0.5706","1.3007","0.5503"
"1/2/15","1.7183","0.4015","1.5064","0.5649","1.3088","0.5463"
"1/5/15","1.7201","0.3963","1.4964","0.5574","1.3124","0.5428"
"1/6/15","1.7244","0.3883","1.4896","0.5538","1.3212","0.5332"
"1/7/15","1.7319","0.3823","1.4842","0.5522","1.3259","0.5216"
"1/8/15","1.7358","0.3800","1.4850","0.5538","1.3334","0.5092"
"1/9/15","1.7465","0.3717","1.4875","0.5561","1.3401","0.5017"
"1/12/15","1.7526","0.3691","1.4925","0.5627","1.3429","0.4983"
"1/13/15","1.7559","0.3718","1.4978","0.5674","1.3481","0.4988"
"1/14/15","1.7586","0.3721","1.5002","0.5694","1.3499","0.4985"
"1/15/15","1.7656","0.3675","1.5013","0.5651","1.3464","0.4996"
"1/16/15","1.7651","0.3701","1.5018","0.5652","1.3430","0.5010"
"1/19/15","1.7668","0.3720","1.4999","0.5644","1.3478","0.5036"
"1/20/15","1.7645","0.3739","1.4959","0.5647","1.3452","0.5092"
"1/21/15","1.7624","0.3780","1.4939","0.5673","1.3437","0.5204"
"1/22/15","1.7587","0.3863","1.4894","0.5751","1.3453","0.5330"
"1/23/15","1.7589","0.3932","1.4859","0.5819","1.3537","0.5465"
"1/26/15","1.7602","0.4001","1.4875","0.5851","1.3599","0.5582"
"1/27/15","1.7680","0.4039","1.4878","0.5856","1.3663","0.5657"
"1/28/15","1.7684","0.4035","1.4862","0.5823","1.3780","0.5630"
"1/29/15","1.7685","0.4034","1.4873","0.5779","1.3815","0.5579"
"1/30/15","1.7661","0.4007","1.4929","0.5696","1.3772","0.5444"
"2/2/15","1.7616","0.4025","1.4928","0.5641","1.3787","0.5264"
"2/3/15","1.7549","0.4094","1.4987","0.5625","1.3776","0.5177"
"2/4/15","1.7517","0.4205","1.5062","0.5625","1.3818","0.5175"
"2/5/15","1.7526","0.4294","1.5104","0.5607","1.3804","0.5173"
"2/6/15","1.7542","0.4386","1.5101","0.5590","1.3838","0.5239"
"2/9/15","1.7556","0.4384","1.5154","0.5550","1.3909","0.5323"
"2/10/15","1.7593","0.4364","1.5162","0.5490","1.3960","0.5338"
"2/11/15","1.7657","0.4328","1.5182","0.5433","1.3910","0.5338"
"2/12/15","1.7707","0.4310","1.5188","0.5401","1.4017","0.5373"
"2/13/15","1.7782","0.4305","1.5202","0.5391","1.4112","0.5412"
"2/16/15","1.7886","0.4328","1.5188","0.5413","1.4117","0.5471"
"2/17/15","1.7976","0.4316","1.5175","0.5431","1.4184","0.5539"
"2/18/15","1.8034","0.4341","1.5160","0.5450","1.4241","0.5617"
"2/19/15","1.8060","0.4345","1.5127","0.5469","1.4287","0.5672"
"2/20/15","1.8008","0.4376","1.5116","0.5512","1.4286","0.5730"
"2/23/15","1.7928","0.4385","1.5085","0.5539","1.4295","0.5785"
"2/24/15","1.7821","0.4420","1.5061","0.5598","1.4285","0.5787"
"2/25/15","1.7742","0.4418","1.5024","0.5637","1.4318","0.5813"
"2/26/15","1.7662","0.4399","1.5038","0.5677","1.4352","0.5827"
"2/27/15","1.7610","0.4307","1.5012","0.5649","1.4357","0.5823"
"3/2/15","1.7529","0.4254","1.4990","0.5650","1.4307","0.5784"
"3/3/15","1.7481","0.4184","1.4981","0.5609","1.4301","0.5710"
"3/4/15","1.7440","0.4113","1.4988","0.5565","1.4173","0.5584"
"3/5/15","1.7432","0.4054","1.4989","0.5515","1.4055","0.5453"
"3/6/15","1.7456","0.3998","1.5026","0.5470","1.3980","0.5323"
"3/9/15","1.7565","0.3969","1.5046","0.5403","1.3972","0.5207"
"3/10/15","1.7608","0.3891","1.5039","0.5343","1.3920","0.5129"
"3/11/15","1.7665","0.3826","1.5016","0.5321","1.3954","0.5058"
"3/12/15","1.7706","0.3809","1.5013","0.5338","1.3974","0.5006"
"3/13/15","1.7711","0.3838","1.4977","0.5371","1.3979","0.4940"
"3/16/15","1.7659","0.3874","1.4980","0.5467","1.3949","0.4917"
"3/17/15","1.7688","0.3938","1.4978","0.5551","1.3940","0.4955"
"3/18/15","1.7755","0.4009","1.4995","0.5658","1.3971","0.5005"
"3/19/15","1.7804","0.4017","1.4976","0.5706","1.3966","0.5032"
"3/20/15","1.7908","0.4074","1.4997","0.5792","1.3899","0.5113"
"3/23/15","1.8051","0.4102","1.5026","0.5818","1.3923","0.5176"
"3/24/15","1.8148","0.4168","1.5032","0.5844","1.3929","0.5213"
"3/25/15","1.8259","0.4190","1.5021","0.5799","1.3943","0.5275"
"3/26/15","1.8378","0.4211","1.5014","0.5789","1.3951","0.5333"
"3/27/15","1.8451","0.4199","1.4983","0.5755","1.4006","0.5337"
"3/30/15","1.8496","0.4236","1.4919","0.5711","1.3996","0.5352"
"3/31/15","1.8572","0.4259","1.4906","0.5662","1.3975","0.5358"
"4/1/15","1.8555","0.4304","1.4878","0.5635","1.3841","0.5318"
"4/2/15","1.8573","0.4383","1.4860","0.5608","1.3809","0.5297"
"4/3/15","1.8615","0.4448","1.4839","0.5579","1.3822","0.5274"
"4/6/15","1.8632","0.4450","1.4872","0.5564","1.3813","0.5260"
"4/7/15","1.8627","0.4448","1.4919","0.5569","1.3906","0.5246"
"4/8/15","1.8637","0.4492","1.4997","0.5602","1.4099","0.5301"
"4/9/15","1.8594","0.4531","1.5052","0.5634","1.4266","0.5343"
"4/10/15","1.8557","0.4576","1.5124","0.5674","1.4408","0.5407"
"4/13/15","1.8541","0.4642","1.5148","0.5713","1.4606","0.5468"
"4/14/15","1.8609","0.4681","1.5181","0.5778","1.4737","0.5530"
"4/15/15","1.8710","0.4704","1.5205","0.5827","1.4848","0.5530"
"4/16/15","1.8853","0.4685","1.5248","0.5852","1.4893","0.5620"
"4/17/15","1.9007","0.4631","1.5247","0.5830","1.4905","0.5630"
"4/20/15","1.9156","0.4578","1.5255","0.5819","1.4875","0.5572"
"4/21/15","1.9194","0.4572","1.5233","0.5793","1.4832","0.5577"
"4/22/15","1.9171","0.4560","1.5240","0.5769","1.4768","0.5643"
"4/23/15","1.9190","0.4541","1.5251","0.5761","1.4782","0.5624"
"4/24/15","1.9190","0.4558","1.5282","0.5806","1.4872","0.5640"
"4/27/15","1.9194","0.4579","1.5323","0.5804","1.4913","0.5726"
"4/28/15","1.9245","0.4599","1.5335","0.5825","1.4967","0.5720"
"4/29/15","1.9366","0.4535","1.5318","0.5804","1.4946","0.5659"
"4/30/15","1.9408","0.4488","1.5302","0.5754","1.4840","0.5628"
"5/1/15","1.9389","0.4432","1.5239","0.5717","1.4705","0.5638"
"5/4/15","1.9315","0.4370","1.5178","0.5726","1.4575","0.5669"
"5/5/15","1.9257","0.4272","1.5201","0.5683","1.4530","0.5710"
"5/6/15","1.9142","0.4260","1.5208","0.5680","1.4499","0.5693"
"5/7/15","1.9030","0.4295","1.5207","0.5703","1.4496","0.5614"
"5/8/15","1.8987","0.4418","1.5245","0.5718","1.4490","0.5576"
"5/11/15","1.9022","0.4495","1.5242","0.5731","1.4536","0.5482"
"5/12/15","1.9067","0.4557","1.5176","0.5761","1.4413","0.5415"
"5/13/15","1.9168","0.4625","1.5146","0.5792","1.4412","0.5472"
"5/14/15","1.9298","0.4716","1.5139","0.5823","1.4360","0.5516"
"5/15/15","1.9447","0.4687","1.5159","0.5835","1.4303","0.5532"
"5/18/15","1.9513","0.4686","1.5202","0.5847","1.4218","0.5601"
"5/19/15","1.9535","0.4757","1.5312","0.5875","1.4286","0.5712"
"5/20/15","1.9441","0.4777","1.5375","0.5898","1.4291","0.5758"
"5/21/15","1.9444","0.4789","1.5424","0.5890","1.4340","0.5843"
"5/22/15","1.9362","0.4807","1.5467","0.5888","1.4461","0.5872"
"5/25/15","1.9323","0.4802","1.5527","0.5873","1.4593","0.5876"
"5/26/15","1.9260","0.4724","1.5515","0.5844","1.4625","0.5876"
"5/27/15","1.9252","0.4700","1.5535","0.5849","1.4617","0.5835"
"5/28/15","1.9127","0.4626","1.5548","0.5845","1.4590","0.5786"
"5/29/15","1.9065","0.4543","1.5562","0.5787","1.4488","0.5782"
"6/1/15","1.9015","0.4487","1.5550","0.5730","1.4355","0.5728"
"6/2/15","1.8982","0.4478","1.5589","0.5704","1.4331","0.5608"
"6/3/15","1.8951","0.4445","1.5637","0.5661","1.4369","0.5508"
"6/4/15","1.8929","0.4432","1.5677","0.5628","1.4452","0.5432"
"6/5/15","1.8899","0.4410","1.5680","0.5649","1.4478","0.5336"
"6/8/15","1.8903","0.4360","1.5745","0.5667","1.4533","0.5263"
"6/9/15","1.8951","0.4336","1.5745","0.5658","1.4408","0.5208"
"6/10/15","1.8958","0.4368","1.5739","0.5694","1.4179","0.5210"
"6/11/15","1.8970","0.4410","1.5728","0.5749","1.3977","0.5181"
"6/12/15","1.8995","0.4498","1.5735","0.5767","1.3880","0.5172"
"6/15/15","1.9050","0.4559","1.5707","0.5779","1.3800","0.5177"
"6/16/15","1.9062","0.4602","1.5705","0.5809","1.3765","0.5137"
"6/17/15","1.9132","0.4571","1.5676","0.5775","1.3847","0.5050"
"6/18/15","1.9205","0.4541","1.5682","0.5763","1.3869","0.4999"
"6/19/15","1.9209","0.4519","1.5707","0.5783","1.3858","0.4938"
"6/22/15","1.9150","0.4601","1.5743","0.5839","1.3800","0.4918"
"6/23/15","1.9115","0.4665","1.5765","0.5888","1.3767","0.4970"
"6/24/15","1.9073","0.4705","1.5799","0.5901","1.3729","0.5076"
"6/25/15","1.9019","0.4720","1.5817","0.5889","1.3717","0.5152"
"6/26/15","1.9006","0.4717","1.5828","0.5883","1.3731","0.5192"
"6/29/15","1.8989","0.4654","1.5824","0.5780","1.3691","0.5119"
"6/30/15","1.8930","0.4597","1.5823","0.5675","1.3702","0.5019"
"7/1/15","1.8794","0.4624","1.5808","0.5624","1.3675","0.4903"
"7/2/15","1.8708","0.4631","1.5771","0.5575","1.3670","0.4776"
"7/3/15","1.8643","0.4628","1.5727","0.5513","1.3623","0.4708"
"7/6/15","1.8583","0.4587","1.5690","0.5513","1.3640","0.4675"
"7/7/15","1.8524","0.4527","1.5630","0.5515","1.3660","0.4641"
"7/8/15","1.8521","0.4443","1.5584","0.5480","1.3674","0.4497"
"7/9/15","1.8503","0.4365","1.5568","0.5451","1.3690","0.4454"
"7/10/15","1.8490","0.4354","1.5611","0.5475","1.3635","0.4418"
"7/13/15","1.8464","0.4422","1.5651","0.5544","1.3581","0.4457"
"7/14/15","1.8502","0.4488","1.5731","0.5592","1.3536","0.4478"
"7/15/15","1.8532","0.4510","1.5803","0.5638","1.3518","0.4581"
